mid,date,venue,,batting_team,bowling_team,striker,non_striker,bowler,runs,wickets,ball,runs_last_5,wickets_last_5,total
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,MP Stoinis,KL Rahul,Mustafizur Rahman,160,2,17.1,38,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KL Rahul,MP Stoinis,Mustafizur Rahman,161,2,17.2,38,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,MP Stoinis,KL Rahul,Mustafizur Rahman,162,2,17.3,35,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KL Rahul,MP Stoinis,Mustafizur Rahman,166,2,17.4,38,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KL Rahul,MP Stoinis,Mustafizur Rahman,167,2,17.5,38,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,MP Stoinis,KL Rahul,Mustafizur Rahman,167,2,17.6,37,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KL Rahul,MP Stoinis,SN Thakur,168,2,18.1,37,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,MP Stoinis,KL Rahul,SN Thakur,169,2,18.2,38,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,MP Stoinis,KL Rahul,SN Thakur,170,2,18.3,38,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KL Rahul,MP Stoinis,SN Thakur,176,2,18.4,43,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KL Rahul,MP Stoinis,SN Thakur,176,3,18.5,42,2,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KH Pandya,MP Stoinis,SN Thakur,177,3,18.6,42,2,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KH Pandya,MP Stoinis,SN Thakur,179,3,18.7,42,2,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KH Pandya,MP Stoinis,SN Thakur,180,3,18.8,43,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KH Pandya,MP Stoinis,Mustafizur Rahman,182,3,19.1,41,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KH Pandya,MP Stoinis,Mustafizur Rahman,183,3,19.2,42,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KH Pandya,MP Stoinis,Mustafizur Rahman,184,3,19.3,39,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KH Pandya,MP Stoinis,Mustafizur Rahman,186,3,19.4,40,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KH Pandya,MP Stoinis,Mustafizur Rahman,187,3,19.5,41,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,MP Stoinis,KH Pandya,Mustafizur Rahman,193,3,19.5,47,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,MP Stoinis,KH Pandya,Mustafizur Rahman,194,3,19.5,48,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Lucknow Super Giants,Delhi Capitals,KH Pandya,MP Stoinis,Mustafizur Rahman,195,3,19.6,48,1,195
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,PP Shaw,DA Warner,Mohsin Khan (2),0,0,0.1,47,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,PP Shaw,DA Warner,Mohsin Khan (2),0,0,0.2,46,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,PP Shaw,DA Warner,Mohsin Khan (2),0,0,0.3,45,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,PP Shaw,DA Warner,Mohsin Khan (2),0,0,0.4,44,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,PP Shaw,DA Warner,Mohsin Khan (2),1,0,0.5,39,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,DA Warner,PP Shaw,Mohsin Khan (2),0,0,0.6,38,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,PP Shaw,DA Warner,PVD Chameera,4,0,1.1,42,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,PP Shaw,DA Warner,PVD Chameera,0,1,1.2,41,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,DA Warner,PVD Chameera,0,1,1.3,40,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,DA Warner,PVD Chameera,4,1,1.4,43,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,DA Warner,PVD Chameera,0,1,1.5,42,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,DA Warner,PVD Chameera,0,1,1.6,38,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,DA Warner,MR Marsh,Mohsin Khan (2),3,1,2.1,40,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,DA Warner,Mohsin Khan (2),0,1,2.2,40,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,DA Warner,Mohsin Khan (2),0,1,2.3,39,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,DA Warner,Mohsin Khan (2),1,1,2.4,39,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,DA Warner,MR Marsh,Mohsin Khan (2),0,1,2.5,38,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,DA Warner,MR Marsh,Mohsin Khan (2),0,2,2.6,32,3,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,KH Pandya,1,2,3.1,33,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,KH Pandya,0,2,3.2,32,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,KH Pandya,4,2,3.3,34,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,KH Pandya,4,2,3.4,37,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,KH Pandya,6,2,3.5,41,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,KH Pandya,4,2,3.6,44,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,JO Holder,6,2,4.1,49,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,JO Holder,0,2,4.2,47,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,JO Holder,6,2,4.3,52,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,JO Holder,1,2,4.4,47,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,JO Holder,4,2,4.5,50,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,JO Holder,0,2,4.6,49,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,PVD Chameera,4,2,5.1,53,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,PVD Chameera,6,2,5.2,59,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,PVD Chameera,1,2,5.3,60,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,PVD Chameera,4,2,5.4,64,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,PVD Chameera,1,2,5.5,64,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,PVD Chameera,1,2,5.6,65,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,Ravi Bishnoi,1,2,6.1,62,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,Ravi Bishnoi,0,2,6.2,62,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,Ravi Bishnoi,1,2,6.3,63,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,Ravi Bishnoi,4,2,6.4,63,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,Ravi Bishnoi,1,2,6.5,64,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,MR Marsh,Ravi Bishnoi,0,2,6.6,64,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,MR Marsh,RR Pant,K Gowtham,0,3,7.1,61,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Lalit Yadav,RR Pant,K Gowtham,1,3,7.2,62,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,Lalit Yadav,K Gowtham,0,3,7.3,62,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,Lalit Yadav,K Gowtham,1,3,7.4,62,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Lalit Yadav,RR Pant,K Gowtham,1,3,7.5,63,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,Lalit Yadav,K Gowtham,2,3,7.6,65,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Lalit Yadav,RR Pant,Ravi Bishnoi,1,3,8.1,65,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,Lalit Yadav,Ravi Bishnoi,2,3,8.2,67,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,Lalit Yadav,Ravi Bishnoi,4,3,8.3,67,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,Lalit Yadav,Ravi Bishnoi,1,3,8.4,64,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Lalit Yadav,RR Pant,Ravi Bishnoi,0,4,8.5,58,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,Ravi Bishnoi,1,4,8.6,55,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,JO Holder,2,4,9.1,51,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,JO Holder,1,4,9.2,52,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,JO Holder,4,4,9.3,50,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,JO Holder,0,4,9.4,49,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,JO Holder,0,4,9.5,45,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,JO Holder,0,4,9.6,45,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,Ravi Bishnoi,0,4,10.1,41,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,Ravi Bishnoi,0,4,10.2,35,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,Ravi Bishnoi,0,4,10.3,34,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,Ravi Bishnoi,1,4,10.4,31,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,Ravi Bishnoi,0,4,10.5,30,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,Ravi Bishnoi,0,4,10.6,29,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,K Gowtham,1,4,11.1,29,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,K Gowtham,0,4,11.2,29,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,K Gowtham,1,4,11.3,29,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,K Gowtham,6,4,11.4,31,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,K Gowtham,6,4,11.5,36,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,K Gowtham,4,4,11.6,40,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,Mohsin Khan (2),0,4,12.1,40,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,Mohsin Khan (2),1,4,12.2,40,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,Mohsin Khan (2),0,4,12.3,40,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,Mohsin Khan (2),1,4,12.4,40,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,Mohsin Khan (2),4,4,12.5,43,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,RR Pant,Mohsin Khan (2),1,4,12.6,42,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,RR Pant,R Powell,Mohsin Khan (2),0,5,12.7,41,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,AR Patel,PVD Chameera,0,5,13.1,39,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,AR Patel,PVD Chameera,0,5,13.2,35,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,AR Patel,PVD Chameera,1,5,13.3,35,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,PVD Chameera,1,5,13.4,36,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,AR Patel,PVD Chameera,1,5,13.5,36,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,PVD Chameera,1,5,13.6,35,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,Ravi Bishnoi,2,5,14.1,36,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,Ravi Bishnoi,0,5,14.2,32,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,Ravi Bishnoi,0,5,14.3,32,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,Ravi Bishnoi,2,5,14.4,34,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,Ravi Bishnoi,6,5,14.5,40,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,Ravi Bishnoi,1,5,14.6,41,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,JO Holder,1,5,15.1,42,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,AR Patel,JO Holder,4,5,15.2,46,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,AR Patel,JO Holder,1,5,15.3,46,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,JO Holder,1,5,15.4,47,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,JO Holder,1,5,15.5,48,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,AR Patel,JO Holder,1,5,15.6,48,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,R Powell,JO Holder,2,5,15.7,50,1,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,R Powell,AR Patel,Mohsin Khan (2),0,6,16.1,49,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,SN Thakur,AR Patel,Mohsin Khan (2),1,6,16.2,44,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,SN Thakur,Mohsin Khan (2),1,6,16.3,39,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,SN Thakur,AR Patel,Mohsin Khan (2),0,7,16.4,35,3,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Kuldeep Yadav,AR Patel,Mohsin Khan (2),0,7,16.5,35,3,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Kuldeep Yadav,AR Patel,Mohsin Khan (2),2,7,16.6,36,3,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,JO Holder,2,7,17.1,38,3,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,JO Holder,1,7,17.2,38,3,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Kuldeep Yadav,AR Patel,JO Holder,1,7,17.3,35,3,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,JO Holder,0,7,17.4,34,3,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,JO Holder,2,7,17.5,36,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,JO Holder,4,7,17.6,40,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Kuldeep Yadav,AR Patel,PVD Chameera,1,7,18.1,41,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,PVD Chameera,2,7,18.2,42,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,PVD Chameera,1,7,18.3,42,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Kuldeep Yadav,AR Patel,PVD Chameera,4,7,18.4,45,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Kuldeep Yadav,AR Patel,PVD Chameera,1,7,18.5,45,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,PVD Chameera,6,7,18.6,49,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Kuldeep Yadav,AR Patel,MP Stoinis,6,7,19.1,55,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Kuldeep Yadav,AR Patel,MP Stoinis,1,7,19.2,56,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,Kuldeep Yadav,AR Patel,MP Stoinis,1,7,19.3,55,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,MP Stoinis,0,7,19.4,49,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,MP Stoinis,0,7,19.5,48,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,MP Stoinis,0,7,19.5,47,2,189
1,01-05-2022,"Wankhede Stadium, Mumbai",,Delhi Capitals,Lucknow Super Giants,AR Patel,Kuldeep Yadav,MP Stoinis,6,7,19.6,49,2,189
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,Shubman Gill,Sandeep Sharma,0,0,0.1,0,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,Shubman Gill,Sandeep Sharma,4,0,0.2,4,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,Shubman Gill,Sandeep Sharma,4,0,0.3,4,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,Shubman Gill,Sandeep Sharma,4,0,0.4,4,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,Shubman Gill,Sandeep Sharma,4,0,0.5,4,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,Shubman Gill,Sandeep Sharma,4,0,0.6,4,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,Shubman Gill,WP Saha,K Rabada,4,0,1.1,4,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,Shubman Gill,WP Saha,K Rabada,8,0,1.2,8,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,Shubman Gill,WP Saha,K Rabada,12,0,1.3,12,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,Shubman Gill,WP Saha,K Rabada,12,0,1.4,12,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,Shubman Gill,WP Saha,K Rabada,13,0,1.5,13,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,Shubman Gill,K Rabada,17,0,1.6,17,0,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,Shubman Gill,WP Saha,Sandeep Sharma,17,1,2.1,17,1,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,B Sai Sudharsan,Sandeep Sharma,21,1,2.2,21,1,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,B Sai Sudharsan,Sandeep Sharma,21,1,2.3,21,1,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,B Sai Sudharsan,Sandeep Sharma,21,1,2.4,21,1,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,B Sai Sudharsan,Sandeep Sharma,21,1,2.5,21,1,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,B Sai Sudharsan,Sandeep Sharma,22,1,2.6,22,1,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,B Sai Sudharsan,K Rabada,22,1,3.1,22,1,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,B Sai Sudharsan,K Rabada,26,1,3.2,26,1,143
1,03-05-2022,"Dr DY Patil Sports Academy, Mumbai",,Gujarat Titans,Punjab Kings,WP Saha,B Sai Sudharsan,K Rabada,28,1,3.3,28,1,143
