mid,date,venue,,batting_team,bowling_team,striker,non_striker,bowler,runs,wickets,ball,runs_last_5,wickets_last_5,total
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Ravi Bishnoi,47,2,7.1,28,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Ravi Bishnoi,47,2,7.2,28,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Ravi Bishnoi,48,2,7.3,27,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Ravi Bishnoi,49,2,7.4,24,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Ravi Bishnoi,55,2,7.5,30,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Ravi Bishnoi,55,2,7.6,29,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,KH Pandya,55,2,8.1,29,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,KH Pandya,57,2,8.2,27,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,KH Pandya,58,2,8.3,28,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,KH Pandya,59,2,8.4,28,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,KH Pandya,60,2,8.5,25,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,KH Pandya,64,2,8.6,25,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Mohsin Khan (2),64,2,9.1,25,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Mohsin Khan (2),66,2,9.2,27,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Mohsin Khan (2),68,2,9.3,31,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Mohsin Khan (2),68,2,9.4,31,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,HH Pandya,Mohsin Khan (2),69,2,9.5,32,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,Mohsin Khan (2),70,2,9.6,33,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,HH Pandya,MS Wade,KH Pandya,70,3,10.1,33,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,MS Wade,KH Pandya,70,3,10.2,33,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,MS Wade,KH Pandya,70,3,10.3,29,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,MS Wade,KH Pandya,71,3,10.4,29,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,DA Miller,KH Pandya,70,3,10.5,29,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,DA Miller,KH Pandya,72,3,10.6,31,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,MS Wade,DJ Hooda,73,3,11.1,32,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,DA Miller,DJ Hooda,74,3,11.2,32,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,MS Wade,DJ Hooda,75,3,11.3,32,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,DA Miller,DJ Hooda,75,3,11.4,32,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,MS Wade,DA Miller,DJ Hooda,75,4,11.5,32,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,DJ Hooda,76,4,11.6,33,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,KH Pandya,76,4,12.1,32,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,KH Pandya,77,4,12.2,33,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,KH Pandya,78,4,12.3,33,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,KH Pandya,79,4,12.4,33,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,KH Pandya,79,4,12.5,27,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,KH Pandya,80,4,12.6,28,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,DJ Hooda,81,4,13.1,29,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,DJ Hooda,82,4,13.2,28,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,DJ Hooda,83,4,13.3,28,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,DJ Hooda,84,4,13.4,28,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,DJ Hooda,85,4,13.5,28,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,DJ Hooda,85,4,13.6,24,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,Ravi Bishnoi,86,4,14.1,25,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,Ravi Bishnoi,86,4,14.2,23,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,Ravi Bishnoi,87,4,14.3,20,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,Ravi Bishnoi,87,4,14.4,20,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,Ravi Bishnoi,88,4,14.5,20,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,Ravi Bishnoi,88,4,14.6,19,2,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,DJ Hooda,89,4,15.1,20,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,DJ Hooda,95,4,15.2,26,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,DJ Hooda,99,4,15.3,30,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,DJ Hooda,100,4,15.4,30,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,DJ Hooda,104,4,15.5,34,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,DJ Hooda,110,4,15.6,38,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,Ravi Bishnoi,116,4,16.1,43,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,Ravi Bishnoi,117,4,16.2,43,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,Ravi Bishnoi,118,4,16.3,43,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,Ravi Bishnoi,119,4,16.4,44,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,Ravi Bishnoi,123,4,16.5,48,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,Ravi Bishnoi,127,4,16.6,51,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,DA Miller,Ravi Bishnoi,127,4,16.7,51,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,Avesh Khan,129,4,17.1,52,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,Avesh Khan,135,4,17.2,57,0,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,DA Miller,R Tewatia,Avesh Khan,135,4,17.3,56,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,A Manohar,R Tewatia,Avesh Khan,136,4,17.4,57,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,A Manohar,Avesh Khan,136,4,17.5,56,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,A Manohar,Avesh Khan,136,4,17.6,55,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,A Manohar,R Tewatia,PVD Chameera,140,4,18.1,58,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,A Manohar,R Tewatia,PVD Chameera,140,4,18.2,57,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,A Manohar,R Tewatia,PVD Chameera,141,4,18.3,57,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,A Manohar,PVD Chameera,140,4,18.4,56,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,A Manohar,PVD Chameera,144,4,18.5,60,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,A Manohar,PVD Chameera,144,4,18.6,59,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,A Manohar,R Tewatia,Avesh Khan,148,4,19.1,63,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,A Manohar,R Tewatia,Avesh Khan,152,4,19.2,66,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,A Manohar,R Tewatia,Avesh Khan,153,4,19.3,67,1,157
1,28-03-2022,"Wankhede Stadium, Mumbai",,Gujarat Titans,Lucknow Super Giants,R Tewatia,A Manohar,Avesh Khan,157,4,19.4,70,1,157
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,Avesh Khan,4,0,0.1,4,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,Avesh Khan,8,0,0.2,8,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,Avesh Khan,8,0,0.3,8,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,Avesh Khan,8,0,0.4,8,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,Avesh Khan,10,0,0.5,10,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,Avesh Khan,14,0,0.6,14,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RD Gaikwad,RV Uthappa,PVD Chameera,14,0,1.1,14,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RD Gaikwad,RV Uthappa,PVD Chameera,15,0,1.2,15,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,PVD Chameera,16,0,1.3,16,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,PVD Chameera,16,0,1.4,16,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,PVD Chameera,22,0,1.5,22,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,PVD Chameera,22,0,1.6,22,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,PVD Chameera,26,0,1.7,26,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RD Gaikwad,RV Uthappa,AJ Tye,27,0,2.1,27,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,RD Gaikwad,AJ Tye,28,0,2.2,28,0,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RD Gaikwad,RV Uthappa,AJ Tye,28,1,2.3,28,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,AJ Tye,28,1,2.4,28,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,AJ Tye,28,1,2.5,28,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,AJ Tye,28,1,2.6,28,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,Avesh Khan,32,1,3.1,32,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,Avesh Khan,32,1,3.2,32,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,Avesh Khan,33,1,3.3,33,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,Avesh Khan,39,1,3.4,39,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,Avesh Khan,39,1,3.5,39,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,Avesh Khan,39,1,3.6,39,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,AJ Tye,43,1,4.1,43,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,AJ Tye,47,1,4.2,47,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,AJ Tye,47,1,4.3,47,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,AJ Tye,51,1,4.4,51,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,AJ Tye,53,1,4.5,53,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,AJ Tye,57,1,4.6,53,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,KH Pandya,58,1,5.1,50,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,KH Pandya,59,1,5.2,51,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,KH Pandya,59,1,5.3,51,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,KH Pandya,63,1,5.4,53,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,KH Pandya,69,1,5.5,55,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,KH Pandya,75,1,5.6,59,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,PVD Chameera,76,1,6.1,59,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,PVD Chameera,77,1,6.2,59,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,PVD Chameera,78,1,6.3,60,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,PVD Chameera,82,1,6.4,58,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,PVD Chameera,83,1,6.5,59,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,PVD Chameera,84,1,6.6,56,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,Ravi Bishnoi,85,1,7.1,57,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,Ravi Bishnoi,86,1,7.2,56,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,RV Uthappa,MM Ali,Ravi Bishnoi,86,1,7.3,56,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,MM Ali,Ravi Bishnoi,87,1,7.4,57,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,S Dube,Ravi Bishnoi,89,1,7.5,59,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,S Dube,Ravi Bishnoi,89,1,7.6,59,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,MM Ali,PVD Chameera,89,1,8.1,55,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,MM Ali,PVD Chameera,93,1,8.2,59,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,MM Ali,PVD Chameera,97,1,8.3,62,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,MM Ali,PVD Chameera,97,1,8.4,56,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,MM Ali,PVD Chameera,101,1,8.5,60,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,MM Ali,PVD Chameera,101,1,8.6,60,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,S Dube,Ravi Bishnoi,105,1,9.1,60,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,S Dube,Ravi Bishnoi,105,1,9.2,56,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,S Dube,Ravi Bishnoi,106,1,9.3,57,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,MM Ali,Ravi Bishnoi,107,1,9.4,54,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,S Dube,Ravi Bishnoi,107,1,9.5,52,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,S Dube,Ravi Bishnoi,108,1,9.6,49,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,MM Ali,S Dube,Avesh Khan,108,2,10.1,48,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,Avesh Khan,108,2,10.2,47,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,Avesh Khan,108,2,10.3,47,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,Avesh Khan,112,2,10.4,47,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,Avesh Khan,113,2,10.5,42,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,Avesh Khan,114,2,10.6,39,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,Ravi Bishnoi,115,2,11.1,39,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,Ravi Bishnoi,115,2,11.2,38,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,Ravi Bishnoi,115,2,11.3,37,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,Ravi Bishnoi,119,2,11.4,37,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,Ravi Bishnoi,120,2,11.5,37,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,Ravi Bishnoi,120,2,11.6,36,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,DJ Hooda,121,2,12.1,35,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,DJ Hooda,125,2,12.2,39,2,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,DJ Hooda,131,2,12.3,45,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,DJ Hooda,131,2,12.4,44,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,DJ Hooda,131,2,12.5,42,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,DJ Hooda,132,2,12.6,43,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,KH Pandya,133,2,13.1,44,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,KH Pandya,134,2,13.2,41,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,KH Pandya,135,2,13.3,38,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,KH Pandya,136,2,13.4,39,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,KH Pandya,136,2,13.5,35,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,KH Pandya,137,2,13.6,36,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,KH Pandya,138,2,13.7,33,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,AJ Tye,139,2,14.1,34,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,AJ Tye,140,2,14.2,34,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,AT Rayudu,S Dube,AJ Tye,141,2,14.3,34,1,210
1,31-03-2022,"Brabourne Stadium, Mumbai",,Chennai Super Kings,Lucknow Super Giants,S Dube,AT Rayudu,AJ Tye,141,2,14.4,34,1,210
